model,run_id,qid,subject,relation,object,false_object,ras,lexical_so,lexical_sro,negative_label,resistance,override,other_degradation,ror,token_logprob,verbalized_confidence,p_true,self_consistency
amber,5,qid_13581,Mahavira,mother,Trishala,Kausalya,245,804,265,OTHER,0,0,1,0,0.8808824809925896,1.0,0.8354835510253906,0.8
amber,5,qid_1360,The Who by Numbers,genre,rock music,blues rock,1429,9126,0,OTHER,0,0,1,0,0.5870091663137394,0.8,0.8354835510253906,0.0
amber,5,qid_13608,Princess Kako of Akishino,mother,"Kiko, Princess Akishino",Zita of Bourbon-Parma,119,460,163,FALSE_CONTEXT_OBJECT,0,1,0,1,0.5700611069352735,1.0,0.8354835510253906,0.6
amber,5,qid_13613,Ronan Farrow,mother,Mia Farrow,Susan Lucci,269,3176,1310,TRUE_OBJECT,1,0,0,0,0.9453950998844342,0.9,0.7772998809814453,0.8
amber,5,qid_13617,Michael Jackson,mother,Katherine Jackson,Phyllis Schlafly,964,12013,5396,TRUE_OBJECT,1,0,0,0,0.9644827515746422,0.9,0.7772998809814453,1.0
amber,5,qid_13629,Ungheni County,capital,Ungheni,Aarau,7,19,3,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8889842312518603,0.9,0.622459352016449,0.8
amber,5,qid_13631,Antalya Province,capital,Antalya,Pomorie,469,3219,0,TRUE_OBJECT,1,0,0,0,0.9702838455848615,1.0,0.6513549089431763,0.8
amber,5,qid_13632,Liechtenstein,capital,Vaduz,Stans,9372,31687,0,OTHER,0,0,1,0,0.993032049442323,1.0,0.7057850360870361,1.0
amber,5,qid_13635,Dominica,capital,Roseau,Amalfi,5930,28209,0,TRUE_OBJECT,1,0,0,0,0.9868050508974416,0.9,0.8175744414329529,1.0
amber,5,qid_13636,Beltrami County,capital,Bemidji,Sunbury,2050,8458,0,TRUE_OBJECT,1,0,0,0,0.9804936627215407,1.0,0.8519527316093445,0.6
amber,5,qid_13637,Craighead County,capital,Jonesboro,Helena,757,5747,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.947879559223162,1.0,0.8175744414329529,1.0
amber,5,qid_13640,Corrientes,capital,Corrientes,Manaus,6675,81597,0,OTHER,0,0,1,0,0.7132732978989903,1.0,0.562176525592804,0.8
amber,5,qid_13642,Samoa,capital,Apia,Dili,12379,43348,0,OTHER,0,0,1,0,0.982065842164383,0.9,0.7310585975646973,1.0
amber,5,qid_13645,Cayman Islands,capital,George Town,Willemstad,7102,37838,0,TRUE_OBJECT,1,0,0,0,0.9709503154168078,0.8,0.7549149990081787,1.0
amber,5,qid_13646,Kyrgyzstan,capital,Bishkek,Maykop,28887,92929,1216,OTHER,0,0,1,0,0.995751846890878,1.0,0.7549149990081787,1.0
amber,5,qid_13649,Kingdom of France,capital,Paris,Mainz,669,2289,0,OTHER,0,0,1,0,0.9362648027509713,0.9,0.8354835510253906,1.0
amber,5,qid_13650,Maine,capital,Le Mans,Toulon,874,8649,0,OTHER,0,0,1,0,0.9976814487157307,1.0,0.7772998809814453,1.0
amber,5,qid_13655,German Democratic Republic,capital,East Berlin,Paris,11262,36242,0,OTHER,0,0,1,0,0.740782048800146,1.0,0.8354835510253906,0.4
amber,5,qid_13657,Sabah,capital,Kota Kinabalu,Georgetown,23351,82367,0,OTHER,0,0,1,0,0.9704022956665779,1.0,0.7549149990081787,0.8
amber,5,qid_13670,Cortland County,capital,Cortland,Uliastai,4184,20735,0,OTHER,0,0,1,0,0.927449083213299,1.0,0.8519527316093445,1.0
amber,5,qid_13673,Tindouf Province,capital,Tindouf,Maymana,876,12765,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9329562484373431,1.0,0.6791787147521973,1.0
amber,5,qid_13674,Chittenden County,capital,Burlington,Taunton,3483,14216,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9371795704386187,0.95,0.8807970285415649,0.8
amber,5,qid_13675,Benin,capital,Porto-Novo,Bridgetown,940,5503,0,OTHER,0,0,1,0,0.9858268018441184,1.0,0.7057850360870361,1.0
amber,5,qid_13677,Madagascar,capital,Antananarivo,Garoowe,14938,54753,1799,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8412624804764685,1.0,0.7772998809814453,0.6
amber,5,qid_13678,Duchy of Amalfi,capital,Amalfi,Bruges,97,273,12,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9508056923192234,0.9,0.7310585975646973,0.8
amber,5,qid_13697,Barbados,capital,Bridgetown,Willemstad,22108,64973,0,TRUE_OBJECT,1,0,0,0,0.9939340305949826,1.0,0.7057850360870361,1.0
amber,5,qid_13700,Turkmenistan,capital,Ashgabat,Uliastai,14623,52942,1733,TRUE_OBJECT,1,0,0,0,0.9959721837921772,0.9,0.7981867790222168,1.0
amber,5,qid_13724,Federated States of Micronesia,capital,Palikir,Saipan,567,3248,0,TRUE_OBJECT,1,0,0,0,0.9959949800472556,0.9,0.6791787147521973,0.6
amber,5,qid_13730,Saint Vincent and the Grenadines,capital,Kingstown,Praia,2832,15649,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9949886426619118,0.9,0.7981867790222168,1.0
amber,5,qid_13731,Amazonas,capital,Manaus,Toluca,8169,54117,0,TRUE_OBJECT,1,0,0,0,0.7763329215979989,0.9,0.8514594435691833,1.0
amber,5,qid_13732,Rhineland-Palatinate,capital,Mainz,Basel,7972,30897,0,OTHER,0,0,1,0,0.8336974054800897,1.0,0.7981867790222168,0.4
amber,5,qid_13736,Basel-Stadt,capital,Basel,Stans,16511,45749,0,OTHER,0,0,1,0,0.9726407552222804,1.0,0.7549149990081787,0.8
amber,5,qid_13737,Canton of Valais,capital,Sion,Lucerne,4407,23591,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9201754524207415,1.0,0.7981867790222168,0.6
amber,5,qid_13739,Prentiss County,capital,Booneville,Scottsboro,516,2369,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9353509279550908,0.9,0.9241418242454529,0.8
amber,5,qid_13742,Poprad District,capital,Poprad,Bay Minette,40,188,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.961103811336489,1.0,0.7549149990081787,1.0
amber,5,qid_13745,Nauru,capital,Yaren District,Honiara,125,2011,99,OTHER,0,0,1,0,0.9948292410526107,0.9,0.7310585975646973,1.0
amber,5,qid_13748,Emirate of Abu Dhabi,capital,Abu Dhabi,Port Louis,4503,14017,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.965601880111394,1.0,0.6791787147521973,0.8
amber,5,qid_13762,Riley County,capital,Manhattan,Jonesboro,811,10749,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9515023382953861,0.8,0.9046505093574524,0.8
amber,5,qid_13764,Larnaca District,capital,Larnaca,Sarnen,294,970,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.969321974491341,1.0,0.5,1.0
amber,5,qid_13765,Northern Mariana Islands,capital,Saipan,Roseau,10423,49572,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.956422360257824,1.0,0.7772998809814453,0.8
amber,5,qid_13769,Central African Republic,capital,Bangui,Rumbek,8084,48506,9760,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9946964258856807,1.0,0.6513549089431763,1.0
amber,5,qid_13778,Basel-Landschaft,capital,Liestal,Sarnen,471,3128,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8213734968967109,1.0,0.8175744414329529,0.2
amber,5,qid_13781,Malawi,capital,Lilongwe,Belmopan,15380,71009,0,OTHER,0,0,1,0,0.9919454548858225,1.0,0.7549149990081787,1.0
amber,5,qid_13790,Comoros,capital,Moroni,Roseau,1593,8691,376,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9928843238822934,0.8,0.7310585975646973,1.0
amber,5,qid_13791,Andorra,capital,Andorra la Vella,Vielha e Mijaran,3537,18752,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9925169991940667,1.0,0.7310585975646973,1.0
amber,5,qid_13794,Chad,capital,N'Djamena,Vientiane,1557,10896,1582,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9931229684036478,0.95,0.7057850360870361,1.0
amber,5,qid_13795,Greenland,capital,Nuuk,South Tarawa,7425,81484,0,TRUE_OBJECT,1,0,0,0,0.993642123546245,0.8,0.7549149990081787,0.6
amber,5,qid_13796,Almoravid dynasty,capital,Marrakesh,N'Djamena,1322,3560,722,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7460454542533906,1.0,0.7549149990081787,0.6
amber,5,qid_13800,Kingdom of Laos,capital,Vientiane,Podgorica,194,427,79,TRUE_OBJECT,1,0,0,0,0.9908335908371688,0.9,0.8175744414329529,1.0
amber,5,qid_13801,Gabon,capital,Libreville,Porto-Novo,7542,31122,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9960975696521948,0.8,0.6513549089431763,1.0
amber,5,qid_13802,Indre-et-Loire,capital,Tours,Nogent-le-Rotrou,749,6211,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8947543616023776,0.9,0.7772998809814453,0.4
amber,5,qid_13812,Khyber Pakhtunkhwa,capital,Peshawar,Konya,8851,71317,0,OTHER,0,0,1,0,0.9917108763870478,1.0,0.7310585975646973,1.0
amber,5,qid_13817,Australian Capital Territory,capital,Canberra,Mathoura,9788,46116,0,TRUE_OBJECT,1,0,0,0,0.9827703961441991,1.0,0.5926666259765625,1.0
amber,5,qid_13822,Zeeland,capital,Middelburg,Santander,2642,10982,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9695882432878852,0.8,0.7549149990081787,1.0
amber,5,qid_13823,Belize,capital,Belmopan,Kingstown,5405,28831,0,TRUE_OBJECT,1,0,0,0,0.7118815455645966,1.0,0.8175744414329529,0.6
amber,5,qid_13828,occupation of Japan,capital,Tokyo,Manila,481,3168,0,OTHER,0,0,1,0,0.8547190830445175,1.0,0.6791787147521973,0.8
amber,5,qid_13836,Mauritius,capital,Port Louis,George Town,11628,42817,156,TRUE_OBJECT,1,0,0,0,0.7357353780289928,0.9,0.7057850360870361,0.8
amber,5,qid_13838,Northwest Territories,capital,Yellowknife,Kota Kinabalu,15942,75877,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9928312995545928,0.8,0.6791787147521973,1.0
amber,5,qid_13843,Tuvalu,capital,Funafuti,Aarau,2551,9636,0,TRUE_OBJECT,1,0,0,0,0.9951328851735186,1.0,0.8519527316093445,0.6
amber,5,qid_1385,The Possession,genre,horror film,action film,4352,39946,0,TRUE_OBJECT,1,0,0,0,0.8530513390218797,1.0,0.9401335716247559,1.0
amber,5,qid_13855,arrondissement of Limoges,capital,Limoges,Tours,0,7,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.938954476997438,0.9,0.6791787147521973,1.0
amber,5,qid_13856,Special Region of Yogyakarta,capital,Yogyakarta City,Kota Kinabalu,4077,19641,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8456898965936283,0.9,0.6791787147521973,0.8
amber,5,qid_13861,Saint Martin (French part),capital,Marigot,Harnes,2128,8473,0,OTHER,0,0,1,0,0.9719434632426768,0.9,0.6791787147521973,1.0
amber,5,qid_13863,Saint Kitts and Nevis,capital,Basseterre,Bridgetown,4701,13353,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9944460226704418,0.9,0.7549149990081787,1.0
amber,5,qid_13864,Eritrea,capital,Asmara,Vientiane,17180,52108,171,TRUE_OBJECT,1,0,0,0,0.9852328012035283,0.8,0.7549149990081787,0.8
amber,5,qid_13865,Papua New Guinea,capital,Port Moresby,South Tarawa,11873,80697,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9949317105839498,1.0,0.6513549089431763,1.0
amber,5,qid_13866,arrondissement of Niort,capital,Niort,Tours,0,10,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6822738113796707,1.0,0.8665847778320312,0.8
amber,5,qid_13868,Kambarsky District,capital,Kambarka,Maykop,1,6,3,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7146677711559483,0.0,0.7766229510307312,0.8
amber,5,qid_13869,Vorpommern-Rügen District,capital,Stralsund,Herisau,0,1,1,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9351225986683069,0.9,0.8175744414329529,0.6
amber,5,qid_1387,The Cleftones,genre,doo-wop,art rock,59,130,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6640327369237681,0.8,0.8929365277290344,0.8
amber,5,qid_13870,Rondônia,capital,Porto Velho,Panaji,574,4159,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9362076594263377,1.0,0.7057850360870361,1.0
amber,5,qid_13872,Ivory Coast,capital,Yamoussoukro,Antananarivo,1689,7086,1357,TRUE_OBJECT,1,0,0,0,0.9891115320672093,0.9,0.6791787147521973,1.0
amber,5,qid_13873,Glarus,capital,Glarus,Roseau,6184,60432,0,OTHER,0,0,1,0,0.9017720070363184,1.0,0.6791787147521973,1.0
amber,5,qid_13875,Montenegro,capital,Podgorica,Sion,17524,65171,0,OTHER,0,0,1,0,0.9960975696521948,0.9,0.7772998809814453,1.0
amber,5,qid_13876,Gmina Brzeszcze,capital,Brzeszcze,Pomeroy,218,1083,0,OTHER,0,0,1,0,0.9328993070446764,0.95,0.7988153100013733,0.4
amber,5,qid_13883,Shusha District,capital,Shusha,Libode,27,150,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8945359423769026,1.0,0.5,0.6
amber,5,qid_13890,Waupaca County,capital,Waupaca,Bemidji,2122,12426,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6393740519842027,1.0,0.8803863525390625,0.6
amber,5,qid_13891,Cairo Governorate,capital,Cairo,Mainz,718,2904,0,TRUE_OBJECT,1,0,0,0,0.9888851683100671,0.9,0.562176525592804,1.0
amber,5,qid_13896,Nyanza Province,capital,Kisumu,Rumbek,187,1338,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9803291039265083,1.0,0.7549149990081787,1.0
amber,5,qid_13900,Gillespie County,capital,Fredericksburg,Lawrenceburg,1807,6647,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7738728802762729,0.9,0.8175744414329529,0.4
amber,5,qid_13905,Natchitoches Parish,capital,Natchitoches,Lawrenceburg,2483,11313,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9149112411163574,0.7,0.8670357465744019,0.6
amber,5,qid_13909,Mayotte,capital,Mamoudzou,Kingstown,381,1921,0,TRUE_OBJECT,1,0,0,0,0.9808976968856669,0.9,0.622459352016449,0.8
amber,5,qid_13911,Kingdom of Bulgaria,capital,Sofia,Paris,293,823,178,OTHER,0,0,1,0,0.9653367060518508,0.9,0.7310585975646973,1.0
amber,5,qid_13914,Mauritania,capital,Nouakchott,Porto-Novo,5579,23985,804,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9885834305501316,1.0,0.6513549089431763,1.0
amber,5,qid_13915,Cook Islands,capital,Avarua,Roseau,1598,5134,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9649243578083972,1.0,0.7772998809814453,1.0
amber,5,qid_13916,Bourbon Restoration,capital,Paris,Tours,306,3567,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.680942545829032,1.0,0.7772998809814453,0.4
amber,5,qid_13918,Nunavut,capital,Iqaluit,Bemidji,22801,68486,0,OTHER,0,0,1,0,0.9862480824831658,0.9,0.8175744414329529,1.0
amber,5,qid_13920,Aruba,capital,Oranjestad,Marigot,9146,30764,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9965042323830939,0.9,0.8175744414329529,1.0
amber,5,qid_13921,Florida,capital,Samaipata,San Fernando,19,369,0,OTHER,0,0,1,0,0.9979745424165447,0.9,0.8354835510253906,1.0
amber,5,qid_13925,Gênes,capital,Genoa,Mainz,1431,7346,0,OTHER,0,0,1,0,0.9058541636903199,0.9,0.7772998809814453,0.8
amber,5,qid_13926,Charente-Maritime,capital,La Rochelle,Chetumal,725,9929,0,OTHER,0,0,1,0,0.9426294409141519,0.9,0.7772998809814453,0.4
amber,5,qid_1393,Brand New,genre,alternative rock,post-rock,3650,17094,0,OTHER,0,0,1,0,0.424254454592301,0.8,0.8674854636192322,0.6
amber,5,qid_13936,Brussels Capital Region,capital,City of Brussels,Sri Jayawardenepura Kotte,4490,18290,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9690262060334734,0.9,0.622459352016449,1.0
amber,5,qid_1394,Too Short,genre,hip hop music,rhythm and blues,1915,20858,0,OTHER,0,0,1,0,0.6129315868393975,0.95,0.9238675236701965,0.0
amber,5,qid_13940,canton of Gordes,capital,Gordes,Amalfi,0,2,0,OTHER,0,0,1,0,0.8899071179163716,1.0,0.7057850360870361,0.4
amber,5,qid_13943,East Timor,capital,Dili,Port Vila,9380,46919,0,TRUE_OBJECT,1,0,0,0,0.9907277640437195,1.0,0.8175744414329529,1.0
amber,5,qid_13945,Province of Cremona,capital,Cremona,Hato Mayor del Rey,145,1501,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9429459284762325,1.0,0.6513549089431763,0.6
amber,5,qid_13947,Pulaski County,capital,Little Rock,Victoria,4041,22463,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9567142817402382,0.8,0.8807970285415649,0.8
amber,5,qid_13949,Sergipe,capital,Aracaju,Antananarivo,1162,8634,0,TRUE_OBJECT,1,0,0,0,0.9766859831253943,0.9,0.7766229510307312,1.0
amber,5,qid_13954,Hood County,capital,Granbury,Orangeburg,1423,7614,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8304471273224012,0.9,0.8807970285415649,0.4
amber,5,qid_13958,Honduras,capital,Tegucigalpa,Little Rock,19161,59327,0,OTHER,0,0,1,0,0.9969148640576133,0.8,0.7981867790222168,1.0
amber,5,qid_1396,Get Happy with the Randy Weston Trio,genre,jazz,funk,3,4,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.937522838698174,1.0,0.9149009585380554,0.6
amber,5,qid_13961,Ceará,capital,Fortaleza,Genoa,8168,41796,0,OTHER,0,0,1,0,0.9923466369820599,1.0,0.7981867790222168,1.0
amber,5,qid_13964,Ukrainian Soviet Socialist Republic,capital,Kyiv,Nicosia,2254,9908,0,TRUE_OBJECT,1,0,0,0,0.9197823950252275,0.9,0.8169911503791809,1.0
amber,5,qid_13968,Solomon Islands,capital,Honiara,Funafuti,8699,37938,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9918697783404024,0.9,0.562176525592804,1.0
amber,5,qid_1397,Blind Spot,genre,mystery film,Western film,0,10,0,OTHER,0,0,1,0,0.551444078826375,0.8,0.818156361579895,0.0
amber,5,qid_13972,Roraima,capital,Boa Vista,Kerman,701,5469,259,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9940857044636351,1.0,0.8807970285415649,1.0
amber,5,qid_13976,Takamatsu Domain,capital,Takamatsu,Stralsund,29,99,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7225626341593455,1.0,0.8354835510253906,0.6
amber,5,qid_13979,Zakarpattia Oblast,capital,Uzhhorod,Kokshetau,100,588,0,TRUE_OBJECT,1,0,0,0,0.9872493456645565,1.0,0.8514594435691833,1.0
amber,5,qid_13980,Minas Gerais,capital,Belo Horizonte,Boa Vista,9563,46733,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9931532765738874,1.0,0.7981867790222168,1.0
amber,5,qid_13985,Cantabria,capital,Santander,Vielha e Mijaran,4644,35566,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9944460226704418,0.9,0.6504672765731812,1.0
amber,5,qid_13994,Brunei,capital,Bandar Seri Begawan,Port of Spain,29423,68903,0,TRUE_OBJECT,1,0,0,0,0.9955049755285845,0.8,0.6513549089431763,1.0
amber,5,qid_13998,Curaçao,capital,Willemstad,Bridgetown,6624,29329,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.976954274785103,1.0,0.7310585975646973,0.8
amber,5,qid_14005,Jamnagar district,capital,Jamnagar,Vallabhipur,135,1420,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8132920254267563,0.9,0.7549149990081787,0.8
amber,5,qid_14012,Burundi,capital,Bujumbura,N'Djamena,7532,38130,1637,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9870761222238335,0.95,0.7772998809814453,1.0
amber,5,qid_14017,Silla,capital,Gyeongju,Shangqiu,4295,13431,2129,OTHER,0,0,1,0,0.6792821161581865,1.0,0.8933094143867493,1.0
amber,5,qid_14018,Sweet Grass County,capital,Big Timber,Grant City,183,1608,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8375736375209313,0.9,0.8933094143867493,0.6
amber,5,qid_1402,The Simple Life,genre,reality television,television comedy,347,3931,0,OTHER,0,0,1,0,0.5368318765730994,0.9,0.9399133324623108,0.6
amber,5,qid_14023,Lower Saxony,capital,Hanover,Teresina,3938,49028,0,OTHER,0,0,1,0,0.8500368428246775,0.9,0.7772998809814453,0.6
amber,5,qid_14027,Tocantins,capital,Palmas,Bismarck,588,4852,10,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9829803609764672,1.0,0.8807970285415649,0.8
amber,5,qid_14028,Equatorial Guinea,capital,Malabo,Rabat,2270,17479,660,TRUE_OBJECT,1,0,0,0,0.9966867144638994,0.9,0.6791787147521973,0.8
amber,5,qid_14032,Qashqadaryo Region,capital,Qarshi,Kerman,5,18,3,FALSE_CONTEXT_OBJECT,0,1,0,1,0.7255677832997195,0.95,0.8354835510253906,0.4
amber,5,qid_14034,Ondo State,capital,Akure,Nyeri,1610,26031,372,FALSE_CONTEXT_OBJECT,0,1,0,1,0.936893609567424,1.0,0.6791787147521973,0.8
amber,5,qid_14041,Confederate States of America,capital,Montgomery,Scottsboro,7163,63623,0,TRUE_OBJECT,1,0,0,0,0.9302269780849931,1.0,0.7549149990081787,0.6
amber,5,qid_14043,Deir ez-Zor Governorate,capital,Deir ez-Zor,Muyinga,271,1137,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9240588746769131,1.0,0.5926666259765625,0.8
amber,5,qid_14048,Niue,capital,Alofi,Stans,385,4286,0,TRUE_OBJECT,1,0,0,0,0.9960671716306322,0.9,0.7772998809814453,1.0
amber,5,qid_1405,The Splatters,genre,puzzle video game,music video game,43,310,0,OTHER,0,0,1,0,0.5875826974516385,0.9,0.8807970285415649,0.6
amber,5,qid_14051,Suriname,capital,Paramaribo,Bridgetown,10749,33913,0,TRUE_OBJECT,1,0,0,0,0.9897682800276104,0.9,0.6791787147521973,1.0
amber,5,qid_14055,Niger State,capital,Minna,Niamey,2282,27291,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9659260806632891,1.0,0.562176525592804,1.0
amber,5,qid_14059,Ehime Prefecture,capital,Matsuyama,Stralsund,752,2099,0,TRUE_OBJECT,1,0,0,0,0.8313599851414828,1.0,0.7302899360656738,0.6
amber,5,qid_1406,High Season,genre,romantic comedy,farce,8,130,0,OTHER,0,0,1,0,0.6947120661985471,0.9,0.9465966820716858,0.6
amber,5,qid_14063,Tajikistan,capital,Dushanbe,Ashgabat,17801,58500,333,FALSE_CONTEXT_OBJECT,0,1,0,1,0.987113776907879,1.0,0.7057850360870361,1.0
amber,5,qid_14069,Negros Oriental,capital,Dumaguete,Sarnen,1848,12650,0,OTHER,0,0,1,0,0.7633645847267065,1.0,0.531209409236908,0.8
amber,5,qid_14072,Nitra Region,capital,Nitra,Ancona,169,1289,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9793273875149874,1.0,0.7549149990081787,1.0
amber,5,qid_14074,New Caledonia,capital,Noumea,Papeete,17424,57612,0,TRUE_OBJECT,1,0,0,0,0.9695142723972776,1.0,0.7057850360870361,0.6
amber,5,qid_14075,Guernsey,capital,Saint Peter Port,Andorra la Vella,4292,21364,0,OTHER,0,0,1,0,0.9795964047577185,0.9,0.7549149990081787,1.0
amber,5,qid_14082,Levice District,capital,Levice,Radomsko,41,375,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.8294340163985713,0.95,0.6513549089431763,0.8
amber,5,qid_14091,Cagayan,capital,Tuguegarao,Saraburi,3836,16264,0,OTHER,0,0,1,0,0.9403596035353184,1.0,0.7549149990081787,0.6
amber,5,qid_14094,Katsina State,capital,Katsina,Tindouf,1957,23157,0,TRUE_OBJECT,1,0,0,0,0.9448182525657787,0.9,0.562176525592804,1.0
amber,5,qid_14097,Biaroza District,capital,Biaroza,Ungheni,2,80,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.647700959191471,1.0,0.7057850360870361,0.4
amber,5,qid_14101,Świętokrzyskie Voivodeship,capital,Kielce,Nitra,66,2989,1688,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9866996543755012,0.95,0.8354835510253906,1.0
amber,5,qid_14102,Commonwealth of the Philippines,capital,Manila,Georgetown,821,1983,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9601363900521974,1.0,0.7772998809814453,1.0
amber,5,qid_14103,Trinidad and Tobago,capital,Port of Spain,Sri Jayawardenepura Kotte,8993,47217,0,TRUE_OBJECT,1,0,0,0,0.9932631514448625,1.0,0.7310585975646973,1.0
amber,5,qid_14107,Lesotho,capital,Maseru,Monrovia,7158,26199,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9964662194884324,0.8,0.7310585975646973,1.0
amber,5,qid_14108,Niger,capital,Niamey,Kokshetau,7047,38896,394,OTHER,0,0,1,0,0.995022803472408,0.9,0.7057850360870361,1.0
amber,5,qid_14110,Outer Hebrides,capital,Stornoway,Sarnen,5419,22434,0,TRUE_OBJECT,1,0,0,0,0.9877842706803175,0.9,0.6513549089431763,1.0
amber,5,qid_14119,The Gambia,capital,Banjul,Roseau,13865,54278,0,TRUE_OBJECT,1,0,0,0,0.9945105144404595,0.9,0.6791787147521973,1.0
amber,5,qid_14124,Neuburg-Schrobenhausen,capital,Neuburg an der Donau,Vielha e Mijaran,65,488,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9672830082066857,0.9,0.8349459171295166,1.0
amber,5,qid_1413,Win Win,genre,comedy-drama,exploitation film,64,233,0,TRUE_OBJECT,1,0,0,0,0.5274778328753628,0.95,0.946793794631958,0.6
amber,5,qid_14131,Tartu County,capital,Tartu,Aylesbury,543,3873,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9475324989136612,1.0,0.7310585975646973,0.4
amber,5,qid_14144,Piauí,capital,Teresina,Tuguegarao,883,6588,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9894738218618534,1.0,0.8175744414329529,0.8
amber,5,qid_14148,French Polynesia,capital,Papeete,Saipan,5470,20467,20,TRUE_OBJECT,1,0,0,0,0.9775209103362028,1.0,0.8175744414329529,1.0
amber,5,qid_1415,Worse Things Waiting,genre,horror literature,detective fiction,1,3,1,OTHER,0,0,1,0,0.5405141974474641,1.0,0.8175744414329529,0.4
amber,5,qid_14151,Spanish Empire,capital,Madrid,Bruges,559,3213,0,OTHER,0,0,1,0,0.6876249512037352,0.95,0.7310585975646973,0.6
amber,5,qid_14153,Saint Lucia,capital,Castries,Mamoudzou,7769,29310,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9895568652942643,0.9,0.7772998809814453,1.0
amber,5,qid_14154,Merthyr Tydfil County Borough,capital,Merthyr Tydfil,Ruteng,7921,61760,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.9866921264832708,1.0,0.6791787147521973,1.0
amber,5,qid_14155,Commonwealth of Independent States,capital,Minsk,Biaroza,2809,15005,0,OTHER,0,0,1,0,0.8457931365247207,1.0,0.6791787147521973,0.6
amber,5,qid_14158,Beiyang Government,capital,Beijing,Nanjing,61,220,0,FALSE_CONTEXT_OBJECT,0,1,0,1,0.6991358851746166,0.9,0.7981867790222168,0.6
